userid,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,YAVG,ZAVG,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,label
29,0.08,0.07,0.1,0.12,0.11,0.09,0.12,0.09,0.1,0.09,0.11,0.09,0.1,0.08,0.08,0.1,0.12,0.08,0.15,0.0,0.1,0.11,0.11,0.1,0.08,0.08,0.12,0.09,0.13,0.1,7.79,-1.04,9.13,7.84,3.61,11.1,8.94,11.1,14.98,Jogging
29,0.11,0.1,0.13,0.16,0.07,0.07,0.07,0.1,0.13,0.07,0.12,0.15,0.08,0.06,0.09,0.1,0.11,0.09,0.11,0.0,0.11,0.12,0.13,0.12,0.11,0.09,0.09,0.07,0.08,0.1,7.07,-1.64,8.02,8.04,3.47,10.24,9.1,10.24,14.13,Jogging
29,0.1,0.08,0.12,0.08,0.13,0.09,0.13,0.11,0.1,0.07,0.13,0.07,0.14,0.08,0.12,0.09,0.1,0.11,0.08,0.0,0.06,0.08,0.17,0.1,0.04,0.17,0.11,0.11,0.07,0.11,6.94,-1.02,8.44,7.45,3.21,10.32,8.44,10.32,13.55,Jogging
29,0.1,0.09,0.11,0.07,0.1,0.14,0.08,0.09,0.13,0.1,0.1,0.09,0.1,0.1,0.14,0.09,0.09,0.09,0.09,0.0,0.15,0.1,0.1,0.08,0.1,0.1,0.11,0.1,0.1,0.09,7.51,-1.35,8.96,7.65,3.48,10.99,8.65,10.99,14.4,Jogging
29,0.14,0.12,0.12,0.11,0.04,0.09,0.06,0.12,0.06,0.13,0.14,0.08,0.13,0.1,0.09,0.11,0.05,0.1,0.1,0.0,0.16,0.1,0.12,0.07,0.1,0.09,0.09,0.09,0.13,0.08,6.82,-1.64,8.48,7.8,3.61,10.78,8.88,10.78,14.2,Jogging
29,0.08,0.13,0.13,0.07,0.09,0.11,0.07,0.12,0.1,0.1,0.12,0.08,0.1,0.12,0.11,0.08,0.1,0.09,0.09,0.0,0.11,0.14,0.09,0.14,0.09,0.11,0.09,0.08,0.09,0.08,7.28,-1.57,8.39,7.65,3.29,10.61,8.72,10.61,14.03,Jogging
29,0.09,0.09,0.12,0.14,0.08,0.1,0.1,0.13,0.09,0.05,0.1,0.08,0.12,0.1,0.11,0.11,0.12,0.11,0.09,0.0,0.11,0.07,0.1,0.11,0.07,0.13,0.12,0.1,0.11,0.11,7.01,-0.97,8.12,7.4,3.29,10.17,8.45,10.17,13.52,Jogging
29,0.07,0.09,0.1,0.12,0.1,0.12,0.14,0.09,0.09,0.1,0.06,0.12,0.11,0.1,0.12,0.09,0.09,0.16,0.11,0.0,0.04,0.09,0.08,0.12,0.1,0.14,0.13,0.08,0.13,0.11,7.74,-0.48,8.55,7.46,3.23,10.38,8.36,10.38,13.99,Jogging
29,0.1,0.12,0.09,0.11,0.13,0.07,0.05,0.1,0.13,0.12,0.09,0.13,0.1,0.11,0.06,0.13,0.09,0.08,0.11,0.0,0.08,0.14,0.12,0.07,0.08,0.14,0.06,0.09,0.14,0.09,7.51,-0.96,8.8,7.71,3.66,10.96,8.7,10.96,14.55,Jogging
29,0.12,0.12,0.11,0.06,0.12,0.13,0.08,0.1,0.09,0.09,0.13,0.08,0.13,0.08,0.13,0.08,0.14,0.1,0.1,0.0,0.11,0.12,0.11,0.08,0.12,0.08,0.11,0.08,0.13,0.08,6.65,-1.28,8.16,7.38,3.43,10.2,8.55,10.2,13.53,Jogging
29,0.09,0.09,0.13,0.09,0.13,0.09,0.12,0.1,0.07,0.11,0.13,0.11,0.11,0.08,0.12,0.1,0.13,0.08,0.08,0.0,0.1,0.09,0.08,0.06,0.14,0.11,0.14,0.12,0.1,0.08,6.49,-1.08,8.3,7.42,3.19,10.37,8.56,10.37,13.4,Jogging
29,0.1,0.12,0.11,0.09,0.05,0.11,0.12,0.08,0.12,0.13,0.07,0.1,0.09,0.09,0.09,0.09,0.13,0.11,0.11,0.0,0.1,0.1,0.1,0.18,0.1,0.09,0.1,0.06,0.09,0.11,8.62,-1.26,8.94,7.65,3.54,11.13,8.61,11.13,15.28,Jogging
29,0.11,0.1,0.06,0.1,0.07,0.13,0.15,0.12,0.08,0.09,0.1,0.11,0.12,0.07,0.08,0.09,0.11,0.14,0.11,0.0,0.05,0.07,0.06,0.18,0.1,0.12,0.13,0.1,0.13,0.09,7.59,-0.63,8.86,7.75,3.17,10.63,8.61,10.63,14.22,Jogging
29,0.12,0.14,0.12,0.09,0.07,0.09,0.1,0.1,0.12,0.07,0.1,0.15,0.11,0.12,0.06,0.12,0.06,0.12,0.1,0.0,0.11,0.09,0.13,0.09,0.1,0.1,0.09,0.14,0.07,0.11,6.73,-1.13,7.93,7.61,3.5,10.09,8.61,10.09,13.36,Jogging
29,0.12,0.11,0.07,0.11,0.12,0.14,0.06,0.11,0.09,0.08,0.09,0.13,0.1,0.11,0.08,0.11,0.12,0.1,0.06,0.0,0.11,0.13,0.08,0.05,0.19,0.11,0.07,0.09,0.1,0.09,7.04,-1.37,8.02,7.47,3.26,9.97,8.51,9.97,13.59,Jogging
29,0.11,0.11,0.11,0.08,0.08,0.09,0.11,0.09,0.17,0.08,0.09,0.1,0.09,0.13,0.13,0.1,0.06,0.1,0.1,0.0,0.12,0.09,0.05,0.08,0.12,0.08,0.12,0.11,0.11,0.14,7.13,-0.46,8.75,7.31,3.92,10.78,8.38,10.78,14.2,Jogging
29,0.11,0.09,0.14,0.07,0.11,0.07,0.12,0.14,0.12,0.06,0.13,0.09,0.06,0.09,0.07,0.11,0.12,0.1,0.16,0.0,0.08,0.07,0.14,0.14,0.1,0.11,0.06,0.13,0.07,0.14,8.17,-0.73,8.52,7.84,3.77,10.5,8.81,10.5,14.83,Jogging
29,0.12,0.07,0.07,0.1,0.12,0.1,0.14,0.14,0.08,0.07,0.07,0.09,0.08,0.08,0.14,0.12,0.14,0.08,0.11,0.0,0.04,0.09,0.13,0.11,0.1,0.07,0.1,0.11,0.1,0.18,7.87,-0.11,8.75,7.1,3.88,10.48,8.24,10.48,14.26,Jogging
29,0.1,0.06,0.09,0.08,0.13,0.17,0.11,0.12,0.06,0.09,0.08,0.09,0.08,0.12,0.12,0.08,0.19,0.09,0.1,0.0,0.07,0.06,0.08,0.14,0.09,0.12,0.1,0.1,0.18,0.1,7.55,-0.35,8.77,6.97,3.41,10.47,8.02,10.47,13.87,Jogging
29,0.09,0.06,0.1,0.14,0.13,0.11,0.17,0.08,0.05,0.07,0.12,0.11,0.1,0.09,0.1,0.09,0.07,0.15,0.09,0.0,0.08,0.03,0.09,0.11,0.13,0.08,0.08,0.14,0.15,0.13,7.25,-0.1,8.29,7.86,3.55,10.06,8.82,10.06,13.8,Jogging
29,0.12,0.06,0.13,0.09,0.11,0.08,0.12,0.13,0.1,0.05,0.06,0.14,0.11,0.09,0.15,0.1,0.08,0.1,0.12,0.0,0.03,0.12,0.1,0.11,0.13,0.07,0.11,0.16,0.08,0.1,6.88,-0.73,8.45,7.03,3.18,10.41,8.12,10.41,13.25,Jogging
29,0.1,0.07,0.06,0.14,0.12,0.13,0.13,0.1,0.06,0.07,0.07,0.09,0.09,0.09,0.15,0.1,0.09,0.11,0.11,0.0,0.08,0.11,0.11,0.05,0.09,0.11,0.1,0.12,0.14,0.11,7.95,-0.61,8.67,7.2,3.67,10.41,8.31,10.41,14.24,Jogging
29,0.09,0.06,0.11,0.12,0.12,0.14,0.16,0.07,0.08,0.05,0.1,0.09,0.1,0.11,0.14,0.11,0.08,0.13,0.11,0.0,0.07,0.09,0.12,0.08,0.17,0.11,0.06,0.1,0.1,0.12,7.16,-0.85,8.04,7.18,3.38,9.74,8.27,9.74,13.46,Jogging
29,0.08,0.03,0.04,0.09,0.12,0.1,0.06,0.06,0.05,0.04,0.05,0.04,0.03,0.07,0.09,0.14,0.1,0.08,0.04,0.0,0.03,0.03,0.08,0.04,0.08,0.11,0.07,0.08,0.1,0.06,5.03,-0.23,5.31,4.13,1.95,9.69,7.76,9.69,8.62,Jogging
29,0.16,0.12,0.12,0.07,0.08,0.11,0.09,0.1,0.09,0.09,0.15,0.12,0.09,0.07,0.09,0.09,0.11,0.09,0.1,0.09,0.13,0.11,0.1,0.08,0.07,0.08,0.15,0.08,0.12,0.09,9.87,-0.84,3.88,3.73,2.73,5.05,4.73,5.05,11.61,Walking
29,0.12,0.11,0.07,0.1,0.06,0.14,0.11,0.12,0.1,0.1,0.15,0.07,0.11,0.09,0.06,0.11,0.08,0.11,0.11,0.12,0.13,0.13,0.14,0.08,0.07,0.07,0.06,0.09,0.13,0.14,9.92,-0.59,3.97,3.59,3.08,5.01,4.5,5.01,11.76,Walking
29,0.12,0.09,0.09,0.09,0.1,0.12,0.1,0.08,0.09,0.13,0.11,0.12,0.1,0.11,0.09,0.05,0.08,0.14,0.09,0.13,0.11,0.1,0.12,0.09,0.06,0.11,0.13,0.11,0.1,0.09,10.01,-0.72,4.09,3.61,2.65,5.36,4.49,5.36,11.78,Walking
29,0.14,0.13,0.1,0.07,0.1,0.08,0.09,0.1,0.1,0.12,0.14,0.09,0.1,0.09,0.05,0.09,0.1,0.12,0.09,0.12,0.12,0.07,0.09,0.12,0.09,0.1,0.1,0.14,0.09,0.1,10.03,-0.87,4.07,3.71,2.48,5.3,4.64,5.3,11.74,Walking
29,0.12,0.15,0.08,0.08,0.11,0.05,0.13,0.11,0.1,0.1,0.14,0.08,0.07,0.15,0.09,0.09,0.06,0.14,0.08,0.12,0.11,0.07,0.11,0.1,0.09,0.06,0.19,0.13,0.08,0.09,10.06,-0.86,3.98,3.52,2.28,5.12,4.47,5.12,11.66,Walking
29,0.13,0.07,0.11,0.14,0.08,0.11,0.09,0.09,0.07,0.13,0.13,0.1,0.09,0.12,0.09,0.07,0.11,0.1,0.1,0.11,0.1,0.12,0.06,0.07,0.09,0.12,0.17,0.11,0.1,0.09,9.82,-0.78,3.9,3.44,2.37,5.15,4.36,5.15,11.49,Walking
29,0.14,0.09,0.1,0.06,0.07,0.13,0.09,0.13,0.08,0.13,0.13,0.09,0.09,0.13,0.09,0.08,0.08,0.11,0.11,0.12,0.13,0.09,0.1,0.07,0.08,0.07,0.15,0.12,0.1,0.11,10.0,-0.74,4.28,3.47,2.55,5.42,4.4,5.42,11.84,Walking
29,0.11,0.12,0.09,0.05,0.11,0.11,0.1,0.09,0.15,0.08,0.16,0.12,0.11,0.07,0.05,0.07,0.1,0.11,0.13,0.1,0.11,0.08,0.07,0.11,0.12,0.14,0.08,0.14,0.1,0.08,9.86,-0.88,4.02,3.77,2.47,5.18,4.61,5.18,11.6,Walking
29,0.12,0.08,0.12,0.08,0.09,0.13,0.09,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.07,0.08,0.11,0.15,0.12,0.05,0.09,0.09,0.08,0.14,0.13,0.05,0.13,0.1,0.12,0.09,9.92,-0.76,3.95,3.2,2.46,5.16,4.06,5.16,11.54,Walking
29,0.12,0.09,0.09,0.07,0.11,0.1,0.11,0.09,0.12,0.12,0.1,0.08,0.12,0.14,0.06,0.08,0.15,0.11,0.08,0.09,0.09,0.07,0.13,0.14,0.12,0.1,0.06,0.11,0.09,0.11,9.93,-0.74,4.13,3.16,2.65,5.24,4.16,5.24,11.67,Walking
29,0.13,0.08,0.13,0.07,0.07,0.11,0.09,0.12,0.13,0.09,0.1,0.12,0.09,0.11,0.1,0.09,0.08,0.1,0.11,0.12,0.11,0.1,0.14,0.09,0.09,0.1,0.08,0.09,0.1,0.11,10.06,-0.73,3.96,3.42,2.72,5.02,4.38,5.02,11.72,Walking
29,0.12,0.09,0.12,0.11,0.08,0.07,0.08,0.14,0.11,0.1,0.08,0.1,0.11,0.09,0.1,0.13,0.12,0.07,0.1,0.11,0.1,0.09,0.12,0.1,0.13,0.08,0.07,0.11,0.12,0.1,10.15,-0.7,3.92,3.09,2.6,5.08,4.09,5.08,11.73,Walking
29,0.02,0.1,0.12,0.11,0.17,0.14,0.1,0.1,0.09,0.07,0.05,0.13,0.14,0.07,0.12,0.14,0.09,0.13,0.08,0.08,0.09,0.11,0.1,0.09,0.11,0.1,0.1,0.14,0.11,0.08,9.98,-0.76,3.29,2.77,2.4,4.35,3.66,4.35,11.24,Walking
29,0.1,0.1,0.09,0.1,0.1,0.1,0.13,0.09,0.11,0.09,0.06,0.15,0.08,0.12,0.13,0.1,0.09,0.12,0.06,0.11,0.12,0.1,0.09,0.09,0.09,0.12,0.11,0.12,0.09,0.1,10.06,-0.77,3.84,3.07,2.55,4.93,4.05,4.93,11.62,Walking
29,0.1,0.12,0.09,0.09,0.11,0.09,0.08,0.12,0.12,0.1,0.11,0.13,0.06,0.11,0.13,0.1,0.1,0.07,0.11,0.1,0.13,0.08,0.07,0.09,0.1,0.1,0.11,0.16,0.08,0.1,9.93,-0.75,4.0,3.25,2.45,5.16,4.18,5.16,11.57,Walking
29,0.12,0.1,0.09,0.13,0.09,0.1,0.09,0.12,0.11,0.08,0.06,0.13,0.08,0.09,0.14,0.13,0.08,0.09,0.1,0.11,0.14,0.1,0.09,0.06,0.07,0.12,0.14,0.14,0.13,0.04,10.16,-0.81,3.86,3.09,2.43,5.03,4.06,5.03,11.68,Walking
29,0.1,0.07,0.11,0.12,0.11,0.11,0.09,0.12,0.08,0.11,0.06,0.14,0.09,0.1,0.13,0.1,0.09,0.1,0.12,0.09,0.06,0.13,0.1,0.14,0.1,0.08,0.1,0.11,0.11,0.1,10.07,-0.77,3.73,3.11,2.52,4.92,3.97,4.92,11.6,Walking
29,0.1,0.08,0.13,0.11,0.11,0.09,0.08,0.09,0.1,0.13,0.12,0.09,0.14,0.1,0.09,0.13,0.05,0.11,0.09,0.11,0.14,0.13,0.08,0.09,0.12,0.09,0.08,0.07,0.09,0.14,9.86,-0.84,4.01,3.36,2.88,5.42,4.35,5.42,11.72,Walking
29,0.13,0.09,0.11,0.07,0.09,0.11,0.1,0.1,0.12,0.1,0.12,0.07,0.09,0.1,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.12,0.09,0.11,0.12,0.12,0.06,0.09,0.08,0.12,10.1,-0.83,3.98,3.21,2.74,5.12,4.17,5.12,11.77,Walking
29,0.07,0.1,0.12,0.12,0.1,0.09,0.12,0.08,0.1,0.13,0.11,0.08,0.09,0.1,0.13,0.13,0.09,0.09,0.08,0.12,0.1,0.09,0.11,0.09,0.11,0.13,0.09,0.07,0.12,0.11,10.05,-0.71,3.86,3.09,2.63,5.11,4.03,5.11,11.63,Walking
29,0.06,0.12,0.08,0.14,0.12,0.07,0.11,0.11,0.1,0.1,0.11,0.07,0.11,0.13,0.07,0.15,0.1,0.09,0.12,0.08,0.09,0.09,0.11,0.11,0.12,0.11,0.07,0.08,0.1,0.14,10.06,-0.62,3.78,3.06,2.84,4.99,4.0,4.99,11.65,Walking
29,0.1,0.1,0.11,0.09,0.12,0.1,0.09,0.1,0.1,0.11,0.12,0.05,0.13,0.11,0.1,0.1,0.12,0.07,0.12,0.07,0.08,0.13,0.08,0.1,0.11,0.11,0.09,0.11,0.09,0.11,9.92,-0.71,3.8,3.14,2.69,5.02,4.13,5.02,11.52,Walking
29,0.08,0.1,0.14,0.13,0.11,0.06,0.09,0.08,0.1,0.12,0.11,0.09,0.12,0.07,0.1,0.1,0.08,0.15,0.12,0.08,0.09,0.12,0.13,0.08,0.09,0.14,0.07,0.08,0.07,0.14,10.03,-0.74,3.79,3.26,2.71,5.17,4.13,5.17,11.67,Walking
29,0.07,0.08,0.12,0.18,0.09,0.08,0.09,0.09,0.13,0.11,0.11,0.06,0.1,0.11,0.1,0.13,0.14,0.08,0.11,0.07,0.09,0.13,0.13,0.07,0.09,0.14,0.07,0.08,0.09,0.12,9.97,-0.7,3.83,3.0,2.8,5.15,3.98,5.15,11.63,Walking
29,0.1,0.08,0.11,0.14,0.1,0.07,0.11,0.08,0.09,0.13,0.12,0.1,0.11,0.09,0.08,0.11,0.1,0.09,0.12,0.08,0.14,0.12,0.08,0.11,0.08,0.11,0.06,0.09,0.13,0.12,9.96,-0.69,3.92,3.34,2.97,5.19,4.28,5.19,11.73,Walking
29,0.08,0.14,0.12,0.1,0.07,0.07,0.11,0.1,0.13,0.11,0.08,0.12,0.11,0.09,0.11,0.09,0.12,0.07,0.13,0.1,0.1,0.12,0.12,0.11,0.11,0.09,0.08,0.08,0.09,0.12,10.08,-0.73,3.91,3.22,2.89,5.14,4.1,5.14,11.76,Walking
29,0.1,0.09,0.11,0.11,0.08,0.15,0.08,0.08,0.09,0.12,0.12,0.06,0.1,0.11,0.11,0.1,0.1,0.13,0.12,0.09,0.08,0.09,0.1,0.12,0.09,0.12,0.14,0.07,0.12,0.11,10.06,-0.61,3.91,3.11,2.61,5.23,4.02,5.23,11.68,Walking
29,0.1,0.1,0.07,0.09,0.12,0.11,0.13,0.12,0.08,0.11,0.09,0.1,0.13,0.11,0.09,0.1,0.13,0.08,0.11,0.08,0.08,0.08,0.09,0.1,0.15,0.12,0.12,0.07,0.11,0.11,9.9,-0.72,3.97,3.05,2.48,5.1,3.94,5.1,11.46,Walking
29,0.07,0.1,0.11,0.08,0.13,0.11,0.11,0.15,0.1,0.07,0.06,0.13,0.08,0.11,0.12,0.12,0.11,0.14,0.08,0.08,0.04,0.07,0.17,0.13,0.08,0.14,0.07,0.12,0.1,0.1,10.02,-0.67,3.59,2.75,2.43,4.59,3.61,4.59,11.36,Walking
29,0.04,0.09,0.08,0.12,0.12,0.16,0.12,0.14,0.1,0.05,0.02,0.15,0.11,0.09,0.14,0.15,0.09,0.13,0.08,0.08,0.06,0.06,0.11,0.09,0.15,0.15,0.12,0.07,0.09,0.13,10.1,-0.65,3.44,2.6,2.39,4.27,3.38,4.27,11.31,Walking
29,0.03,0.1,0.08,0.08,0.14,0.15,0.14,0.06,0.07,0.06,0.02,0.14,0.1,0.1,0.11,0.1,0.11,0.09,0.11,0.05,0.06,0.04,0.08,0.1,0.13,0.12,0.11,0.1,0.13,0.05,8.84,-0.72,2.89,2.31,1.94,4.09,3.39,4.09,9.84,Walking
29,0.13,0.11,0.09,0.11,0.13,0.11,0.08,0.06,0.1,0.11,0.1,0.11,0.09,0.13,0.11,0.13,0.1,0.11,0.07,0.0,0.11,0.08,0.1,0.09,0.11,0.1,0.17,0.09,0.07,0.1,7.01,-0.84,7.79,6.89,3.31,9.8,7.98,9.8,13.14,Jogging
29,0.13,0.17,0.08,0.07,0.06,0.08,0.07,0.08,0.15,0.13,0.14,0.09,0.09,0.1,0.06,0.13,0.1,0.08,0.11,0.0,0.14,0.14,0.17,0.08,0.11,0.09,0.07,0.09,0.06,0.08,7.88,-1.8,8.46,7.78,3.51,10.64,8.81,10.64,14.67,Jogging
29,0.12,0.1,0.12,0.1,0.12,0.05,0.02,0.07,0.15,0.15,0.12,0.12,0.1,0.1,0.06,0.09,0.12,0.06,0.06,0.0,0.12,0.15,0.16,0.1,0.08,0.1,0.1,0.04,0.07,0.1,7.68,-1.42,8.66,7.98,3.69,10.96,8.88,10.96,14.82,Jogging
29,0.12,0.13,0.1,0.08,0.06,0.1,0.12,0.11,0.09,0.13,0.08,0.12,0.11,0.12,0.07,0.08,0.11,0.06,0.13,0.0,0.12,0.13,0.13,0.07,0.13,0.08,0.14,0.04,0.1,0.09,8.1,-1.26,8.44,7.86,3.6,10.46,8.74,10.46,14.63,Jogging
29,0.12,0.14,0.09,0.1,0.07,0.04,0.09,0.15,0.1,0.09,0.12,0.08,0.09,0.11,0.07,0.09,0.1,0.09,0.12,0.0,0.13,0.12,0.11,0.13,0.08,0.09,0.09,0.1,0.08,0.09,8.56,-1.42,8.63,8.06,3.58,10.75,9.0,10.75,15.16,Jogging
29,0.13,0.12,0.07,0.08,0.08,0.09,0.1,0.08,0.09,0.17,0.11,0.11,0.08,0.1,0.12,0.07,0.08,0.09,0.14,0.0,0.1,0.11,0.07,0.11,0.14,0.12,0.07,0.08,0.08,0.13,7.81,-0.56,9.2,7.93,3.9,11.19,8.92,11.19,15.16,Jogging
29,0.11,0.09,0.11,0.06,0.12,0.08,0.07,0.1,0.12,0.15,0.1,0.12,0.11,0.1,0.08,0.11,0.11,0.08,0.09,0.0,0.14,0.13,0.1,0.08,0.1,0.08,0.08,0.09,0.08,0.14,7.54,-0.78,9.08,7.68,4.23,11.15,8.68,11.15,14.95,Jogging
29,0.08,0.08,0.1,0.11,0.13,0.13,0.09,0.14,0.05,0.1,0.08,0.12,0.1,0.07,0.11,0.13,0.12,0.08,0.12,0.0,0.1,0.1,0.06,0.12,0.08,0.07,0.09,0.16,0.12,0.12,7.74,-0.28,8.33,7.23,3.83,10.19,8.33,10.19,14.1,Jogging
29,0.11,0.07,0.12,0.12,0.09,0.12,0.09,0.1,0.11,0.08,0.1,0.08,0.12,0.12,0.12,0.11,0.08,0.07,0.15,0.0,0.12,0.11,0.09,0.11,0.08,0.12,0.1,0.08,0.15,0.08,7.39,-1.02,8.19,7.26,3.55,10.12,8.37,10.12,13.69,Jogging
29,0.06,0.07,0.11,0.13,0.18,0.12,0.1,0.12,0.06,0.07,0.09,0.11,0.11,0.12,0.1,0.11,0.1,0.09,0.09,0.0,0.08,0.06,0.11,0.11,0.08,0.11,0.14,0.1,0.14,0.09,7.25,-0.39,7.84,7.42,3.4,9.56,8.47,9.56,13.3,Jogging
29,0.08,0.11,0.12,0.11,0.08,0.09,0.11,0.09,0.12,0.1,0.11,0.07,0.12,0.08,0.16,0.07,0.11,0.07,0.1,0.0,0.09,0.12,0.11,0.11,0.07,0.11,0.11,0.14,0.08,0.08,7.6,-1.04,8.31,7.5,3.38,10.34,8.56,10.34,13.92,Jogging
29,0.11,0.14,0.07,0.12,0.15,0.08,0.09,0.1,0.08,0.08,0.06,0.17,0.11,0.13,0.12,0.08,0.1,0.04,0.1,0.0,0.14,0.07,0.06,0.15,0.07,0.15,0.09,0.14,0.06,0.1,6.67,-0.9,7.73,7.24,3.52,9.63,8.33,9.63,13.06,Jogging
29,0.09,0.1,0.09,0.1,0.09,0.1,0.12,0.1,0.12,0.09,0.08,0.11,0.11,0.1,0.08,0.13,0.09,0.13,0.11,0.0,0.08,0.09,0.13,0.09,0.12,0.12,0.06,0.06,0.09,0.19,7.94,-0.15,8.82,7.31,4.05,10.7,8.29,10.7,14.67,Jogging
29,0.08,0.13,0.09,0.09,0.09,0.13,0.07,0.1,0.1,0.13,0.12,0.09,0.11,0.07,0.09,0.1,0.12,0.14,0.05,0.0,0.1,0.1,0.08,0.12,0.14,0.08,0.12,0.08,0.09,0.11,8.16,-0.83,8.9,7.69,3.4,10.95,8.69,10.95,14.8,Jogging
29,0.09,0.12,0.1,0.12,0.1,0.05,0.14,0.13,0.11,0.05,0.13,0.1,0.09,0.11,0.07,0.1,0.12,0.11,0.07,0.0,0.09,0.08,0.09,0.1,0.14,0.09,0.1,0.11,0.11,0.12,7.62,-0.5,8.02,7.7,3.58,9.93,8.63,9.93,13.91,Jogging
29,0.07,0.1,0.16,0.08,0.1,0.12,0.09,0.08,0.05,0.16,0.14,0.09,0.08,0.1,0.13,0.07,0.11,0.1,0.12,0.0,0.09,0.12,0.07,0.1,0.12,0.12,0.1,0.1,0.09,0.11,7.2,-0.65,8.29,7.59,3.48,10.58,8.67,10.58,13.97,Jogging
29,0.12,0.15,0.09,0.09,0.05,0.13,0.08,0.05,0.12,0.14,0.1,0.09,0.12,0.08,0.09,0.12,0.09,0.1,0.12,0.0,0.16,0.13,0.1,0.08,0.09,0.11,0.09,0.1,0.06,0.11,7.91,-1.3,8.53,7.55,3.82,10.74,8.55,10.74,14.71,Jogging
29,0.1,0.08,0.15,0.06,0.1,0.09,0.16,0.05,0.13,0.1,0.1,0.09,0.07,0.12,0.1,0.14,0.1,0.12,0.08,0.0,0.09,0.13,0.09,0.09,0.11,0.11,0.11,0.07,0.13,0.1,7.87,-0.84,8.49,7.24,3.49,10.41,8.36,10.41,14.34,Jogging
29,0.11,0.07,0.06,0.12,0.12,0.13,0.14,0.14,0.06,0.07,0.09,0.07,0.13,0.11,0.1,0.12,0.12,0.12,0.08,0.0,0.07,0.11,0.08,0.14,0.15,0.07,0.1,0.11,0.12,0.07,7.75,-0.93,8.33,6.91,3.17,9.85,7.95,9.85,13.69,Jogging
29,0.09,0.09,0.09,0.13,0.07,0.14,0.11,0.09,0.13,0.07,0.11,0.12,0.1,0.08,0.11,0.07,0.15,0.12,0.09,0.0,0.08,0.09,0.09,0.08,0.13,0.07,0.1,0.17,0.12,0.09,7.55,-0.24,8.45,7.58,3.54,10.25,8.49,10.25,14.11,Jogging
29,0.08,0.09,0.08,0.12,0.12,0.09,0.14,0.17,0.06,0.08,0.12,0.05,0.12,0.1,0.11,0.1,0.08,0.16,0.08,0.0,0.09,0.1,0.1,0.12,0.09,0.08,0.12,0.07,0.11,0.13,7.73,-0.42,8.5,7.57,3.93,10.16,8.64,10.16,14.68,Jogging
29,0.13,0.1,0.1,0.09,0.09,0.13,0.13,0.08,0.1,0.08,0.13,0.11,0.09,0.12,0.11,0.13,0.08,0.04,0.13,0.0,0.09,0.09,0.14,0.13,0.11,0.12,0.08,0.08,0.11,0.08,6.77,-1.21,8.05,7.15,3.27,9.84,8.44,9.84,13.34,Jogging
29,0.09,0.08,0.12,0.12,0.09,0.09,0.12,0.1,0.11,0.1,0.09,0.09,0.13,0.1,0.11,0.11,0.07,0.13,0.15,0.0,0.09,0.1,0.1,0.08,0.07,0.11,0.13,0.12,0.15,0.08,7.65,-0.49,8.34,7.41,3.49,10.26,8.39,10.26,13.88,Jogging
29,0.1,0.13,0.13,0.11,0.09,0.09,0.1,0.09,0.15,0.04,0.06,0.13,0.08,0.11,0.16,0.13,0.1,0.1,0.08,0.0,0.1,0.08,0.09,0.07,0.11,0.13,0.14,0.1,0.13,0.08,7.35,-0.59,7.65,6.72,3.33,9.59,7.92,9.59,13.1,Jogging
29,0.13,0.13,0.08,0.08,0.11,0.09,0.09,0.12,0.11,0.08,0.1,0.07,0.14,0.14,0.14,0.06,0.09,0.1,0.06,0.0,0.1,0.14,0.11,0.1,0.05,0.11,0.09,0.08,0.15,0.1,7.03,-0.79,8.02,7.23,3.65,9.92,8.25,9.92,13.44,Jogging
29,0.09,0.08,0.13,0.11,0.1,0.08,0.11,0.11,0.11,0.09,0.11,0.16,0.08,0.1,0.08,0.09,0.09,0.14,0.12,0.0,0.09,0.07,0.08,0.06,0.1,0.16,0.1,0.14,0.11,0.11,7.22,-0.23,8.36,7.71,3.5,10.35,8.63,10.35,13.99,Jogging
29,0.1,0.09,0.13,0.1,0.13,0.09,0.13,0.12,0.09,0.05,0.06,0.09,0.1,0.12,0.12,0.13,0.07,0.17,0.09,0.0,0.08,0.06,0.15,0.14,0.07,0.09,0.09,0.14,0.07,0.14,7.92,-0.46,7.75,6.98,3.76,9.55,7.98,9.55,13.67,Jogging
29,0.09,0.07,0.11,0.14,0.09,0.12,0.12,0.13,0.1,0.05,0.1,0.1,0.1,0.09,0.08,0.11,0.11,0.13,0.11,0.0,0.07,0.08,0.12,0.14,0.07,0.11,0.08,0.13,0.15,0.08,8.04,-0.35,8.12,7.56,3.6,9.83,8.53,9.83,14.22,Jogging
29,0.09,0.04,0.08,0.11,0.14,0.18,0.15,0.1,0.08,0.05,0.13,0.09,0.11,0.07,0.1,0.11,0.11,0.14,0.12,0.0,0.08,0.05,0.08,0.11,0.13,0.07,0.12,0.18,0.09,0.11,7.67,-0.26,8.17,7.38,3.3,9.56,8.38,9.56,13.8,Jogging
